CUSTOMERID,CUST_CONSTTYPE_ID,CUST_CATEGORYID,PROFESSION,AGE,SEX,MARITAL_STATUS,QUALIFICATION,NO_OF_DEPENDENT,OCCUPATION,POSITION,GROSS_INCOME,PRE_JOBYEARS,NETTAKEHOMEINCOME,BRANCH_PINCODE
12001532,1,4,,52,M,M,UG,0,,,300259.16,,300259.16,400070
12001533,1,4,,30,M,M,GRAD,2,,,308487.76,,308487.76,400070
12001534,1,4,,34,M,M,GRAD,2,,,116107.21,,116107.21,400070
12001535,1,4,,47,M,M,GRAD,3,,,447347.37,,447347.37,110001
12001537,1,4,,31,M,S,UG,0,,,87284.21,,87284.21,110001
12001538,1,5,,39,M,M,GRAD,3,,,450388.74,,450388.74,110001
12001539,1,5,,64,M,M,PRF,0,,,0.00,,0.00,411005
12001540,4,8,,,,,,,,,0.00,,0.00,#N/A
12001542,1,5,,38,M,M,GRAD,0,,,71464.68,0,71464.68,560095
12001543,1,4,,37,M,M,UG,10,,,357593.15,,357593.15,400070
12001546,1,5,,43,M,M,GRAD,0,,,158814.58,9,158814.58,400070
12001547,4,8,,,,,,0,,,0.00,,0.00,400070
12001548,1,4,,54,M,M,PRF,0,,,0.00,,0.00,411005
12001549,1,4,,38,M,M,POSTGRAD,2,,,141224.96,,141224.96,110001
12001550,1,5,,34,M,M,POSTGRAD,0,,,90077.75,,90077.75,380015
12001553,1,5,,36,M,M,POSTGRAD,0,,,724710.01,8,724710.01,400070
12001554,1,5,,45,M,M,POSTGRAD,0,,,203592.22,,203592.22,400070
12001555,1,4,,55,M,M,UG,0,,,93285.67,,93285.67,411005
12001556,1,4,,37,M,M,GRAD,3,,,232436.50,,232436.50,411005
12001557,1,4,,44,M,M,GRAD,0,,,122540.27,,122540.27,411005
12001558,1,4,,55,M,M,GRAD,0,,,98810.29,,98810.29,411005
12001559,1,5,,38,M,M,POSTGRAD,0,,,50134.27,8,50134.27,400070
12001560,1,4,,66,M,M,UG,0,,,93044.50,,93044.50,411005
12001561,1,4,,53,M,M,GRAD,2,,,212988.72,,212988.71,400070
12001562,1,5,,53,M,M,POSTGRAD,0,,,271432.78,0,271432.78,411005
12001563,4,8,,,,,,,,,0.00,,0.00,#N/A
12001564,1,5,,29,M,S,PRF,0,,,86060.28,0,86060.28,400070
12001565,1,4,,43,M,M,GRAD,0,,,375945.49,,375945.49,400070
12001566,1,4,,64,M,M,GRAD,0,,,65267.33,,65267.33,560095
12001567,1,4,,35,M,M,GRAD,1,,,86779.97,,86779.97,110001
12001568,1,5,,33,M,M,PRF,2,,,125498.57,10,125498.57,400070
12001569,1,5,,37,M,M,GRAD,0,,,16788.62,5,16788.62,400070
12001570,1,4,,44,M,M,UG,0,,,68712.81,,68712.81,400070
12001571,1,4,,41,M,M,GRAD,0,,,105228.83,,105228.83,400070
12001573,1,5,,42,M,M,GRAD,0,,,312044.33,,312044.33,400070
12001574,1,4,,36,M,M,GRAD,2,,,236458.10,,236458.10,110001
12001575,1,4,,31,M,M,UG,0,,,49686.95,,49686.95,411005
12001577,1,5,,41,M,M,UG,0,,,64944.56,,64944.56,400070
12001578,4,8,,,,,,0,,MD,0.00,,0.00,400070
12001580,1,4,,41,M,M,GRAD,2,,,91961.12,,91961.12,110001
12001579,1,4,,38,M,M,GRAD,0,,,0.00,,0.00,411005
12001582,1,4,,48,M,M,UG,0,,,12470.51,,12470.51,400070
12001583,1,4,,59,M,M,GRAD,0,,,5459786.46,,5459786.46,400070
12001584,1,4,,44,M,M,GRAD,0,,,167913.67,,167913.68,411005
12001585,1,5,,26,M,S,PRF,0,,AST,64699.84,,64699.84,411005
12001586,1,6,,37,M,M,PRF,2,,,756699.62,,756699.62,411005
12001587,1,5,,34,M,M,PRF,0,,,37862.68,6,37862.68,400070
12001589,1,4,,59,M,M,UG,0,,,272626.31,,272626.31,400070
12001590,4,8,,,,,,,,,0.00,,0.00,#N/A
12001591,1,5,,46,F,M,GRAD,2,,,57400.54,,57400.54,110001
12001592,1,5,,54,M,M,GRAD,3,,MGR,96653.42,17,96653.42,400070
12001594,1,5,,47,M,M,GRAD,2,,,579476.16,14,579476.16,110001
12001595,1,5,,32,M,S,GRAD,0,,,105683.72,1,105683.72,400070
12001597,1,4,,42,F,M,GRAD,0,,,161965.36,,161965.36,411005
12001598,1,5,,41,M,M,POSTGRAD,0,,,200714.24,0,200714.24,400070
12001599,1,4,,45,F,M,GRAD,0,,,623695.32,,623695.32,400070
12001600,1,5,,49,M,M,GRAD,0,,OTH,50905.94,0,50905.94,411005
12001602,1,4,,46,M,M,GRAD,0,,,171139.34,,171139.34,411005
12001604,1,5,,41,M,M,GRAD,0,,,0.00,,0.00,380015
12001611,1,5,,57,M,M,GRAD,1,,,435368.28,30,435368.28,400070
12001613,1,5,,27,M,S,GRAD,0,,,96332.15,,96332.15,380015
12001617,1,4,,35,M,M,GRAD,0,,,91475.45,,91475.45,400070
12001622,4,8,,,,,,,,,0.00,,0.00,#N/A
12001628,1,4,,45,M,M,GRAD,0,,,71697.38,,71697.38,400070
12001629,1,4,,42,M,M,GRAD,0,,,18885.81,,18885.80,411005
12001630,1,4,,40,M,M,UG,2,,,165887.06,,165887.06,400070
12001631,1,5,,34,M,M,POSTGRAD,0,,,131989.42,9,131989.42,400070
12001633,1,5,,33,M,M,PRF,0,,OTH,138997.47,4,138997.47,411005
12001635,1,5,,37,M,M,PRF,0,,,139022.99,10,139022.99,400070
12001636,1,5,,47,M,M,GRAD,0,,,366460.30,13,366460.30,560095
12001638,1,4,,62,M,M,GRAD,2,,,386300.67,,386300.67,110001
12001639,1,5,,40,M,M,GRAD,0,,MGR,98621.62,12,98621.62,411005
12001640,1,5,,51,M,M,UG,0,,,41492.81,,41492.81,500034
12001641,1,4,,44,M,M,GRAD,0,,,40245.24,,40245.24,400070
12001642,1,5,,44,M,M,GRAD,0,,,93141.89,,93141.89,400070
12001644,1,4,,49,M,M,GRAD,0,,,54491.03,,54491.03,400070
12001645,2,8,,,,,,0,,,0.00,,0.00,400070
12001646,1,5,,34,M,M,GRAD,0,,MGR,225194.37,9,225194.37,411005
12001648,1,5,,37,M,M,GRAD,0,,,38876.05,,38876.05,500034
12001650,1,4,,32,M,M,UG,0,,,28829.95,,28829.95,411005
12001652,1,4,,43,M,M,GRAD,0,,,229249.37,,229249.37,560095
12001653,4,8,,,,,,0,,,0.00,,0.00,400070
12001654,1,5,,30,M,S,PRF,0,,,53458.14,3,53458.14,411005
12001655,1,4,,31,M,M,GRAD,0,,,91841.77,,91841.77,400070
12001656,1,4,,30,M,M,UG,0,,,164815.26,,164815.26,400070
12001657,1,4,,42,M,M,GRAD,0,,,219794.21,,219794.21,400070
12001658,1,5,,29,M,M,POSTGRAD,0,,,87054.14,,87054.14,400070
12001660,1,4,,40,M,M,POSTGRAD,2,,,259439.68,,259439.68,110001
12001663,1,4,,31,M,M,GRAD,0,,,537361.81,,537361.81,560095
12001664,1,4,,55,M,M,GRAD,0,,,120630.36,,120630.36,411005
12001665,1,5,,41,M,M,GRAD,2,,,63594.89,,0.00,110001
12001666,1,4,,41,M,M,GRAD,2,,,58072.63,,58072.63,110001
12001669,1,5,,57,M,M,POSTGRAD,0,,,85548.34,0,85548.34,110001
12001670,1,5,,41,M,M,GRAD,0,,,67893.10,0,67893.10,560095
12001671,1,4,,56,M,M,GRAD,0,,,451209.69,,451209.69,400070
12001673,1,5,,33,M,M,PRF,0,,,115791.94,,115791.94,411005
12001667,1,5,,31,M,M,POSTGRAD,0,,,105090.71,6,105090.71,400070
12001674,1,4,,53,M,M,GRAD,0,,,98313.86,,98313.86,560095
12001675,1,4,,47,M,M,GRAD,0,,,98491.07,,98491.07,411005
12001677,4,8,,,,,,0,,,0.00,,0.00,400070
12001678,1,4,,40,M,M,GRAD,0,,,612623.27,,612623.27,400070
12001679,1,4,,39,M,M,GRAD,0,,,48069.73,,48069.74,411005
12001680,4,8,,,,,,0,,,0.00,,0.00,400070
12001681,1,5,,43,M,M,GRAD,0,,,0.00,,0.00,411005
12001683,1,4,,30,M,M,GRAD,0,,,210646.81,,210646.81,400070
12001684,1,5,,33,M,M,POSTGRAD,0,,,157379.34,3,157379.34,400070
12001686,1,4,,58,M,M,GRAD,1,,,153279.79,,153279.79,110001
12001688,1,4,,29,M,M,GRAD,0,,,84596.20,,84596.20,411005
12001690,1,5,,42,M,M,DOCTRATE,2,,,109827.29,0,109827.29,110001
12001691,1,4,,43,M,M,PRF,0,,,262492.56,,262492.56,400070
12001695,1,6,,49,M,M,GRAD,0,,,0.00,,0.00,411005
12001696,1,4,,43,M,M,POSTGRAD,0,,,140004.84,,140004.84,400070
12001697,1,5,,46,M,M,GRAD,0,,,37532.40,,37532.40,380015
12001698,1,6,,53,F,M,PRF,0,,,0.00,,0.00,411005
12001699,1,4,,34,M,M,GRAD,0,,,53276.48,,53276.48,400070
12001700,1,4,,37,M,M,GRAD,1,,,119240.42,,119240.42,110001
12001701,1,4,,46,M,M,GRAD,0,,,150129.58,,150129.58,380015
12001704,1,5,,27,M,S,PRF,0,,,110483.36,0,110483.36,411005
12001705,4,8,,,,,,0,,,0.00,,0.00,400070
12001706,1,4,,43,M,M,GRAD,0,,,777757.43,,777757.43,380015
12001707,1,5,,39,M,M,GRAD,0,,,171964.43,10,171964.43,400070
12001708,1,5,,26,M,S,PRF,0,,OTH,107303.62,,107303.62,411005
12001710,1,4,,36,M,M,GRAD,0,,,419907.93,,419907.93,400070
12001713,1,5,,33,M,M,GRAD,2,,,71716.90,9,71716.90,110001
12001717,1,4,,38,M,M,UG,0,,,147425.75,,147425.75,400070
12001719,1,4,,35,F,M,GRAD,0,,,103595.42,,103595.42,400070
12001720,1,5,,42,M,M,GRAD,0,,,69326.84,,69326.84,400070
12001722,1,4,,50,M,M,POSTGRAD,0,,,211844.85,,211844.85,400070
12001723,1,4,,56,F,M,GRAD,2,,,345281.40,,345281.40,110001
12001721,1,5,,28,M,M,POSTGRAD,0,,,137008.25,,137008.25,400070
12001724,2,8,,,,,,0,,,0.00,,0.00,400070
12001725,1,5,,34,M,M,PRF,0,,,0.00,,0.00,411005
12001727,1,4,,59,M,M,GRAD,0,,,106500.92,,106500.92,411005
12001728,1,4,,51,M,M,GRAD,0,,,590096.32,,590096.32,380015
12001730,1,4,,59,M,M,GRAD,0,,,428300.17,,428300.17,110001
12001731,1,4,,33,M,M,GRAD,0,,,750647.90,,750647.90,380015
12001732,1,6,,48,F,M,DOCTRATE,0,,,0.00,,0.00,411005
12001733,1,4,,38,M,M,PRF,0,,,534353.21,,534353.21,400070
12001735,1,4,,42,M,M,GRAD,0,,,714525.22,,714525.22,400070
12001737,1,5,,45,F,M,GRAD,0,,OTH,55849.71,0,55849.71,411005
12001738,1,5,,36,F,M,POSTGRAD,0,,,249215.10,5,249215.10,400070
12001740,1,4,,46,M,M,GRAD,2,,,447588.82,,447588.82,110001
12001760,4,8,,,,,,0,,,0.00,,0.00,400070
12001761,1,5,,34,M,M,GRAD,0,,,67384.16,10,67384.16,400070
12001762,1,4,,30,M,M,UG,0,,,113326.81,,113326.81,400070
12001763,1,4,,55,M,M,GRAD,0,,,119440.09,,119440.09,400070
12001764,1,4,,40,F,M,GRAD,0,,,233133.48,,233133.47,411005
12001765,1,4,,38,M,M,GRAD,2,,,277769.12,,277769.12,411005
12001766,1,5,,47,M,M,POSTGRAD,2,,,95911.78,14,95911.78,110001
12001767,1,4,,30,M,M,GRAD,0,,,1194806.26,,1194806.26,400070
12001768,1,4,,58,M,M,GRAD,0,,,75357.54,,75357.54,400070
12001769,1,5,,32,M,S,GRAD,0,,,93006.78,0,93006.78,400070
12001770,1,5,,30,M,M,POSTGRAD,2,,,119443.09,0,119443.09,110001
12001772,1,5,,29,F,M,null,0,,,85548.34,2,85548.34,560095
12001773,1,5,,50,M,M,GRAD,0,,,50727.28,,50727.28,380015
12001775,1,5,,39,M,M,POSTGRAD,2,,MGR,182956.91,0,182956.91,411005
12001776,1,4,,42,M,M,PRF,0,,,237922.30,,237922.29,411005
12001777,1,4,,43,M,M,GRAD,0,,,36965.43,,36965.43,380015
12001779,1,4,,37,M,M,GRAD,0,,,718209.40,,718209.40,400070
12001780,1,4,,26,M,S,GRAD,0,,,66234.92,,66234.92,411005
12001781,1,4,,40,M,M,GRAD,0,,,174430.30,,174430.30,411005
12001783,1,5,,35,M,M,GRAD,0,,,0.00,,0.00,411005
12001784,1,5,,51,M,M,GRAD,0,,,59581.93,22,59581.93,400070
12001785,1,4,,68,M,M,UG,0,,,342432.06,,342432.06,600017
12001788,1,5,,26,M,S,POSTGRAD,0,,,20752.41,1,20752.41,400070
12001789,1,4,,32,M,M,PRF,0,,,59268.16,,59268.16,400070
12001790,1,5,,35,M,M,GRAD,0,,SM,128923.78,,128923.78,411005
12001791,1,6,,35,F,M,PRF,0,,,973578.32,,973578.32,400070
12001792,1,5,,43,M,M,POSTGRAD,0,,,258249.90,0,258249.90,560095
12001793,1,6,,34,M,M,ENG,0,,,0.00,,0.00,380015
12001795,1,4,,46,M,M,UG,0,,,187510.34,,187510.34,560095
12001796,1,4,,46,M,M,GRAD,0,,,195495.05,,195495.05,411005
12001797,1,5,,31,F,M,POSTGRAD,0,,,296385.82,5,296385.82,400070
12001798,1,5,,27,F,M,POSTGRAD,0,,,49542.76,,49542.76,400070
12001799,1,6,,44,F,M,PRF,2,,,171298.42,,171298.42,110001
12001800,1,4,,41,M,M,GRAD,0,,,45026.74,,45026.74,500034
12001801,1,4,,35,F,M,GRAD,0,,,302742.30,,302742.30,560095
12001802,1,4,,32,M,M,GRAD,2,,,507437.98,,507437.98,110001
12001803,1,4,,36,M,M,UG,0,,,48305.69,,48305.69,400070
12001808,1,4,,44,M,M,GRAD,0,,,30978.58,,30978.58,380015
12001809,1,5,,31,M,M,GRAD,0,,,43912.90,,43912.90,500034
12001810,1,6,,33,F,M,PRF,0,,,47630.11,,47630.11,600017
12001811,1,4,,47,F,M,POSTGRAD,0,,,193240.79,,193240.79,400070
12001813,1,4,,51,M,M,GRAD,3,,,828028.18,,828028.18,110001
12001812,1,4,,43,M,M,GRAD,0,,,932103.52,,932103.52,400070
12001814,4,8,,,,,,0,,MD,0.00,,0.00,400070
12001815,1,4,,40,M,M,GRAD,0,,,932103.52,,932103.52,400070
12001816,1,4,,46,M,M,GRAD,0,,,62575.19,,62575.19,600017
12001817,1,4,,55,M,M,GRAD,0,,,73674.59,,73674.59,400070
12001819,4,8,,,,,,0,,,0.00,,0.00,400070
12001821,1,4,,34,M,M,GRAD,0,,,113050.58,,113050.58,400070
12001823,1,4,,45,M,M,UG,4,,,29176.44,,29176.43,411005
12001824,1,4,,58,F,M,UG,0,,,27702.51,,27702.51,411005
12001825,1,4,,56,M,M,UG,0,,,172649.02,,172649.02,411005
12001830,1,4,,31,M,M,POSTGRAD,0,,,165499.16,,165499.16,411005
12001831,4,8,,,,,,0,,,0.00,,0.00,110001
12001832,1,4,,58,M,M,GRAD,0,,,366886.67,,366886.67,400070
12001834,4,8,,,,,,0,,,0.00,,0.00,400070
12001835,4,8,,,,,,0,,,0.00,,0.00,110001
12001836,1,4,,42,F,M,GRAD,2,,,512546.98,,512546.98,110001
12001837,1,4,,39,F,M,GRAD,0,,,124798.97,,124798.97,391440
12001840,1,5,,43,M,M,GRAD,0,,,87265.82,,87265.82,380015
12001847,4,8,,,,,,,,,0.00,,0.00,#N/A
12001850,4,8,,,,,,0,,,0.00,,0.00,400070
12001854,1,4,,,M,,,,,,2291198.08,,0.00,#N/A
12001860,1,5,,38,M,M,POSTGRAD,0,,,122987.65,0,122987.65,500034
12001861,1,5,,31,F,M,POSTGRAD,0,,,20809.46,9,20809.46,400070
12001862,1,4,,57,M,M,GRAD,0,,,138839.84,,138839.84,400070
12001864,1,4,,55,M,M,PRF,2,,,388363.92,,388363.92,411005
12001866,1,5,,27,M,S,POSTGRAD,0,,,0.00,,0.00,411005
12001867,1,5,,35,F,S,GRAD,0,,,549349.66,,549349.66,400070
12001868,1,4,,32,M,M,GRAD,0,,,76788.28,,76788.28,400070
12001870,1,5,,49,M,M,POSTGRAD,0,,,130491.13,5,130491.13,400070
12001871,1,4,,41,M,M,UG,0,,,260061.96,,260061.96,400070
12001872,1,4,,41,M,M,POSTGRAD,2,,,526872.37,,526872.38,411005
12001873,1,4,,61,M,M,PRF,0,,,153819.51,,153819.51,411005
12001875,1,4,,37,M,M,PRF,0,,,83023.16,,83023.16,400070
12001874,1,5,,25,M,S,PRF,0,,OTH,39784.34,,39784.34,411005
12001876,1,4,,36,M,M,GRAD,0,,,75090.31,,75090.31,400070
12001878,1,5,,36,M,M,PRF,0,,,206348.60,14,206348.60,400070
12001879,1,4,,26,M,M,GRAD,0,,,632165.14,,632165.14,411005
12001880,1,4,,38,M,M,GRAD,4,,,84159.64,,84159.64,110001
12001883,1,4,,35,M,M,GRAD,0,,,764024.45,,764024.45,400070
12001884,1,4,,42,M,M,UG,0,,,108755.37,,108755.37,600017
12001885,1,4,,42,M,M,POSTGRAD,0,,,156014.66,,156014.66,411005
12001886,1,5,,31,M,M,GRAD,0,,,81590.92,2,81590.92,400070
12001887,1,4,,33,M,M,GRAD,0,,,83981.17,,83981.17,400070
12001890,1,5,,51,M,M,GRAD,0,,OTH,44620.01,,44620.01,411005
12001894,1,6,,50,M,M,PRF,0,,,320745.78,,320745.78,400070
12001900,1,5,,36,M,M,POSTGRAD,0,,,63554.36,8,63554.36,110001
12001901,1,4,,31,M,M,GRAD,0,,,186371.06,,186371.05,411005
12001902,2,6,,33,M,M,PRF,2,,,192120.39,,192120.39,600017
12001903,1,5,,49,M,M,GRAD,0,,,560319.62,3,560319.62,400070
12001905,1,4,,38,M,M,UG,0,,,138293.36,,138293.36,400070
12001908,1,4,,33,M,M,POSTGRAD,0,,,146185.68,,146185.68,400070
12001907,1,4,,59,M,M,GRAD,0,,,6173682.52,,6173682.51,395002
12001913,1,4,,35,M,M,PRF,0,,,125729.02,,125729.02,400070
12001916,1,5,,32,M,M,GRAD,0,,SM,79023.71,,79023.71,411005
12001917,1,4,,50,M,M,UG,0,,,30644.71,,30644.71,380015
12001922,1,4,,28,M,M,GRAD,0,,,406105.65,,406105.64,411005
12001923,1,5,,39,M,M,PRF,2,,OTH,76304.86,4,76304.86,411005
12001926,1,4,,45,M,M,GRAD,0,,,150703.07,,150703.07,400070
12001928,1,5,,31,M,M,GRAD,3,,,82571.27,,82571.27,110001
12001932,2,8,,,,,,0,,,0.00,,0.00,110001
12001933,1,5,,44,M,M,GRAD,0,,,103257.62,,103257.62,400070
12001934,4,8,,,,,,0,,MD,0.00,,0.00,400070
12001935,2,8,,,,,,0,,,0.00,,0.00,400070
12001936,1,4,,33,M,M,UG,0,,,26498.25,,26498.25,395002
12001937,1,6,,44,M,M,PRF,2,,,119767.75,,119767.75,110001
12001938,1,4,,41,M,M,GRAD,0,,,76437.98,,76437.98,411005
12001939,1,4,,53,M,M,UG,0,,,135694.62,,135694.62,400070
12001940,1,4,,28,M,S,GRAD,2,,,116067.87,,116067.87,411005
12001941,1,4,,69,M,M,UG,0,,,342978.53,,342978.53,400070
12001942,1,5,,30,F,S,GRAD,0,,,56345.13,,56345.13,560095
12001943,1,4,,43,M,M,UG,0,,,607787.47,,607787.47,411005
12001944,1,4,,42,M,M,GRAD,0,,,303075.86,,303075.86,400070
12001945,4,8,,,,,,0,,,0.00,,0.00,110001
12001946,1,4,,33,M,M,GRAD,0,,,75525.69,,75525.69,500034
12001949,1,4,,51,M,M,GRAD,1,,,163101.77,,163101.77,110001
12001950,1,4,,27,M,S,PRF,0,,,47636.81,,47636.80,411005
12001951,1,4,,38,M,M,UG,0,,,57750.72,,57750.72,500034
12001952,1,4,,41,M,M,UG,0,,,156966.23,,156966.22,411005
12001953,1,4,,51,M,M,POSTGRAD,0,,,1708332.45,,1708332.45,411005
12001954,1,4,,31,M,M,POSTGRAD,0,,,166825.49,,166825.49,600017
12001955,1,5,,43,M,M,GRAD,0,,OTH,57652.76,,57652.76,411005
12001956,1,4,,35,M,M,GRAD,0,,,62862.20,,62862.19,411005
12001957,1,5,,55,M,M,PRF,3,,,142834.78,0,142834.78,110001
12001958,1,4,,37,M,M,GRAD,0,,,20676.61,,20676.61,395002
12001959,1,4,,20,M,S,GRAD,0,,,0.00,,0.00,400070
12001960,1,5,,29,M,M,POSTGRAD,0,,,53155.63,,53155.63,500034
12001961,1,5,,31,F,M,GRAD,0,,,69353.86,,69353.86,560095
12001964,1,4,,42,F,M,GRAD,4,,,116242.71,,116242.71,110001
12001965,1,4,,42,M,M,GRAD,0,,,27887.95,,27887.95,400070
12001967,1,5,,34,M,M,GRAD,0,,,115524.71,3,115524.71,560095
12001968,1,5,,32,M,M,PRF,0,,,118959.68,6,118959.68,110001
12001969,1,5,,39,M,M,GRAD,0,,,45414.20,,45414.20,500034
12001970,4,8,,,,,,0,,,0.00,,0.00,600017
12001971,1,4,,51,M,M,GRAD,0,,,497943.22,,497943.22,380015
12001972,4,8,,,,,,0,,,0.00,,0.00,110001
12001975,1,5,,34,M,M,GRAD,0,,MGR,112597.19,5,112597.19,411005
12001977,1,4,,45,M,M,GRAD,2,,,455643.28,,455643.28,110001
12001978,1,5,,34,M,M,POSTGRAD,0,,,75063.29,,75063.29,500034
12001980,1,4,,39,M,M,GRAD,0,,,33660.43,,33660.43,380015
12001981,4,8,,,,,,,,,0.00,,0.00,#N/A
12001982,1,5,,29,M,M,GRAD,0,,,121888.70,,121888.70,560095
12001983,1,4,,39,M,M,GRAD,3,,,53494.80,,53494.80,110001
12001985,1,4,,29,F,S,GRAD,0,,,88472.49,,88472.49,500034
12001987,1,4,,59,M,M,GRAD,0,,,158618.40,,158618.40,110001
12001988,1,5,,31,M,M,PRF,0,,AVP,150.13,3,150.13,411005
12001991,1,4,,64,M,M,GRAD,0,,,0.00,,0.00,500034
12001992,4,8,,,,,,0,,,0.00,,0.00,110001
12001993,5,8,,,,,,0,,MD,0.00,,0.00,110001
12001994,1,5,,33,M,M,GRAD,0,,,134718.78,9,134718.78,400070
12001995,2,8,,,,,,0,,,0.00,,0.00,400070
12001996,1,4,,56,M,M,POSTGRAD,0,,,1425877.33,,1425877.33,600017
12001998,1,4,,70,F,M,GRAD,0,,,177896.05,,177896.05,400070
12001999,1,4,,40,M,M,GRAD,0,,,857910.98,,857910.98,400070
12002010,1,5,,67,M,M,GRAD,0,,,450388.74,10,450388.74,400070
12002011,2,8,,,,,,0,,,0.00,,0.00,110001
12002013,4,8,,,,,,0,,,0.00,,0.00,110001
12002015,1,5,,44,M,M,GRAD,0,,,336126.62,14,336126.62,110001
12002019,4,8,,,,,,0,,,0.00,,0.00,400070
12002021,1,4,,39,M,M,GRAD,0,,,97815.37,,97815.37,380015
12002022,1,5,,33,M,M,POSTGRAD,0,,SM,160522.80,7,160522.80,411005
12002024,1,4,,58,M,M,UG,0,,,780395.21,,780395.20,400070
12002025,1,4,,32,M,M,GRAD,0,,,290621.22,,290621.22,400070
12002026,1,4,,62,M,M,UG,0,,,79100.59,,79100.59,380015
12002027,1,4,,39,M,M,GRAD,0,,,102079.11,,102079.11,400070
12002028,1,5,,57,M,M,GRAD,1,,,331705.30,0,331705.30,110001
12002029,1,4,,28,M,M,UG,0,,,47449.96,,47449.96,400070
12002030,4,8,,,,,,0,,,0.00,,0.00,400070
12002032,1,5,,27,M,S,GRAD,0,,,92745.55,,92745.55,560095
12002034,1,4,,43,M,M,GRAD,0,,,172637.01,,172637.01,400070
12002035,1,4,,55,M,M,GRAD,0,,,830913.18,,830913.18,400070
12002036,1,4,,55,M,M,GRAD,0,,,207976.91,,207976.91,411005
12002038,1,4,,51,F,M,GRAD,0,,,81853.80,,81853.80,395002
12002039,1,4,,45,F,M,GRAD,0,,,222182.77,,222182.77,400070
12002042,1,4,,46,M,M,GRAD,0,,,66702.57,,66702.57,380015
12002041,1,4,,40,M,M,UG,0,,,32950.64,,32950.64,380015
12002044,1,4,,29,M,M,GRAD,0,,,0.00,,0.00,411005
12002047,1,5,,59,M,M,POSTGRAD,2,,,96082.93,29,96082.93,110001
12002048,1,4,,38,M,M,UG,0,,,64834.96,,64834.96,400070
12002050,1,5,,31,M,M,GRAD,0,,MGR,38494.73,0,38494.73,411005
12002052,1,4,,47,M,M,GRAD,0,,,110906.04,,110906.04,400070
12002053,1,5,,46,M,M,GRAD,2,,,122744.44,0,122744.44,110001
12002054,1,5,,52,M,M,GRAD,0,,OTH,42423.02,30,42423.02,411005
12002055,1,5,,42,M,M,POSTGRAD,0,,,401084.68,,401084.68,600017
12002056,1,4,,39,M,M,GRAD,0,,,228896.57,,228896.57,400070
12002058,1,5,,35,M,M,POSTGRAD,0,,,0.00,,0.00,400070
12002059,1,4,,29,M,M,POSTGRAD,0,,,61827.68,,61827.68,411005
12002060,1,5,,31,F,M,GRAD,0,,,88525.41,0,88525.41,400070
12002061,4,8,,,,,,0,,,0.00,,0.00,110001
12002063,1,4,,55,M,M,GRAD,0,,,106321.77,,106321.77,400070
12002064,1,4,,27,M,M,GRAD,0,,,114222.34,,114222.34,380015
12002065,4,8,,,,,,0,,MD,0.00,,0.00,400070
12002068,1,4,,53,M,M,GRAD,0,,,0.00,,0.00,411005
12002069,1,4,,43,F,M,GRAD,0,,,151325.48,,151325.49,411005
12002073,1,5,,24,M,S,PRF,0,,AST,98034.62,0,98034.62,411005
12002075,1,4,,45,M,M,UG,0,,,304860.63,,304860.63,400070
12002079,6,8,,,,,,0,,,0.00,,0.00,400070
12002080,1,4,,29,M,M,UG,0,,,39274.84,,39274.84,500034
12002085,1,4,,41,F,M,GRAD,0,,,105538.24,,105538.24,391440
12002086,4,8,,,,,,0,,,0.00,,0.00,400070
12002089,2,8,,,,,,0,,,0.00,,0.00,110001
12002090,1,4,,58,M,M,UG,0,,,288082.15,,288082.15,380015
12002091,4,8,,,,,,0,,,0.00,,0.00,400070
12002092,4,8,,,,,,0,,,0.00,,0.00,400070
12002093,1,4,,48,M,M,PRF,0,,,174129.29,,174129.29,400070
12002094,1,5,,32,M,M,GRAD,0,,,131690.66,,131690.66,560095
12002095,1,4,,56,M,M,GRAD,0,,,185455.57,,185455.57,400070
12002096,1,4,,39,M,M,GRAD,0,,,83439.14,,83439.14,110001
12002097,1,4,,46,M,M,GRAD,2,,,258347.68,,258347.68,110001
12002098,1,4,,37,F,M,GRAD,0,,,106305.51,,106305.51,400070
12002099,1,4,,32,M,M,UG,0,,,162912.18,,162912.18,400070
12002101,1,4,,45,M,M,GRAD,0,,,36503.95,,36503.94,411005
12002102,1,4,,56,M,M,UG,0,,,28544.54,,28544.54,380015
12002103,1,4,,38,M,M,GRAD,0,,,119203.01,,119203.01,400070
12002104,1,4,,57,M,M,GRAD,0,,,201609.27,,201609.26,400070
12002105,4,8,,,,,,0,,,0.00,,0.00,110001
12002106,1,4,,44,M,M,GRAD,0,,,134485.07,,134485.07,560095
12002107,4,8,,,,,,0,,,0.00,,0.00,400070
12002108,1,4,,60,M,M,GRAD,0,,,230700.03,,230700.03,400070
12002110,1,5,,34,M,M,GRAD,1,,,63560.36,8,63560.36,110001
12002111,4,8,,,,,,0,,,0.00,,0.00,400070
12002112,1,5,,42,M,M,POSTGRAD,0,,,72273.88,18,72273.88,400070
12002113,1,5,,34,M,M,GRAD,0,,,58775.73,,58775.73,500034
12002114,1,4,,47,F,M,GRAD,0,,,118585.48,,118585.48,400070
12002116,1,4,,41,M,M,GRAD,0,,,292987.20,,292987.20,400070
12002117,1,5,,33,M,M,GRAD,0,,,94098.22,4,94098.22,560095
12002118,1,4,,41,M,M,GRAD,0,,,373349.63,,373349.63,400070
12002119,2,8,,,,,,,,,0.00,,0.00,#N/A
